iter	RMSE
331	12.45310053
332	12.45236987
333	12.44914993
334	12.44768669
335	12.44667947
336	12.4452386
337	12.4440644
338	12.44207696
339	12.43922156
340	12.43795623
341	12.43708291
342	12.43625219
343	12.43459868
344	12.43349423
345	12.43238802
346	12.42809331
347	12.42771483
348	12.42626479
349	12.42458166
350	12.42269897
351	12.4206322
352	12.41979241
353	12.41937315
354	12.41775753
355	12.41678398
356	12.41564365
357	12.41367372
358	12.41123653
359	12.40960375
360	12.40865721
361	12.4074931
362	12.40712364
363	12.40630612
364	12.40503848
365	12.40372043
366	12.40281559
367	12.40202459
368	12.39997685
369	12.39817369
370	12.39386939
371	12.39176278
372	12.39076063
373	12.38954016
374	12.38794116
375	12.3869875
376	12.38601051
377	12.38457137
378	12.3842775
379	12.38395031
380	12.38307332
381	12.38070589
382	12.37976693
383	12.37870668
384	12.37791165
385	12.3769805
386	12.37616217
387	12.3742966
388	12.37131013
389	12.3703902
390	12.36900745
391	12.36788935
392	12.36540783
393	12.36441131
394	12.36196447
395	12.36117541
396	12.36051447
397	12.3577241
398	12.3561854
399	12.35474537
400	12.35280006
401	12.35055095
402	12.34949692
403	12.34798612
404	12.34546155
405	12.34371405
406	12.34194141
407	12.34054965
408	12.33874572
409	12.33831045
410	12.33580571
411	12.3347356
412	12.3311599
413	12.32987835
414	12.32898125
415	12.32682011
416	12.32500717
417	12.32343208
418	12.32094641
419	12.31888889
420	12.31719969
421	12.31469333
422	12.31285184
423	12.31009929
424	12.30731346
425	12.30667101
426	12.30552438
427	12.30518026
428	12.30449134
429	12.3028577
430	12.30077298
431	12.29943794
432	12.2981293
433	12.29708744
434	12.29521229
435	12.29282474
436	12.29158687
437	12.29015218
438	12.28842334
439	12.28746136
440	12.28618599
441	12.28440713
442	12.28194596
443	12.28125789
444	12.27859268
445	12.2775342
446	12.27587338
447	12.2740321
448	12.27284463
449	12.2699447
450	12.26725106
451	12.26643881
452	12.26565641
453	12.2642744
454	12.26265096
455	12.26084089
456	12.25959971
457	12.25834012
458	12.25671906
459	12.25472066
460	12.25381296
461	12.25306928
462	12.25177692
463	12.24997211
464	12.24854564
465	12.24821554
466	12.24702817
467	12.24508454
468	12.24434262
469	12.2432076
470	12.2424403
471	12.24060073
472	12.23954098
473	12.23754065
474	12.23639009
475	12.23432104
476	12.23217267
477	12.23080052
478	12.23044716
479	12.22832968
480	12.2272157
481	12.22628159
482	12.22561083
483	12.22400035
484	12.22213353
485	12.22106994
486	12.22034645
487	12.2192489
488	12.21704165
489	12.21485556
490	12.21292099
491	12.21180077
492	12.21027755
493	12.20904632
494	12.20781138
495	12.20664833
496	12.20548815
497	12.20407217
498	12.20348197
499	12.20240221
500	12.20077975
501	12.19944322
502	12.19838862
503	12.19798823
504	12.1972625
505	12.19650509
506	12.19527937
507	12.19377682
508	12.19192094
509	12.19001048
510	12.1882788
511	12.18675638
512	12.18605836
513	12.18509203
514	12.18382025
515	12.18299707
516	12.18148881
517	12.18016002
518	12.1791405
519	12.17882869
520	12.17759101
521	12.17448231
522	12.17280928
523	12.17098499
524	12.1698447
525	12.16888052
526	12.16612344
527	12.16517222
528	12.16310988
529	12.16157191
530	12.16014168
531	12.15860682
532	12.15697423
533	12.15317754
534	12.15105699
535	12.15016888
536	12.14890629
537	12.14832871
538	12.14764257
539	12.14378188
540	12.14182191
541	12.13844962
542	12.13595623
543	12.13515838
544	12.13405039
545	12.13150658
546	12.1291016
547	12.12785935
548	12.12657829
549	12.12559759
550	12.12476553
551	12.12370117
552	12.12289236
553	12.12242739
554	12.12168927
555	12.11850464
556	12.11684375
557	12.11376084
558	12.11060255
559	12.10785722
560	12.10680218
561	12.10610429
562	12.10468727
563	12.10362356
564	12.10153538
565	12.10013709
566	12.0987031
567	12.09798037
568	12.09737652
569	12.09637598
570	12.09558177
571	12.09352559
572	12.0915539
573	12.09028152
574	12.08873582
575	12.08600351
576	12.08479835
577	12.08312813
578	12.08119813
579	12.07977297
580	12.07896641
581	12.07698804
582	12.07561378
583	12.07420963
584	12.07148374
585	12.06907199
586	12.06779164
587	12.0665194
588	12.06547701
589	12.06302938
590	12.06179318
591	12.06034
592	12.05788032
593	12.05657705
594	12.05531385
595	12.05402851
596	12.0528109
597	12.05208917
598	12.05064554
599	12.04896325
600	12.0478822
601	12.04706682
602	12.04585595
603	12.04483961
604	12.04324731
605	12.04274556
606	12.04164156
607	12.04102632
608	12.03971811
609	12.03875091
610	12.03745957
611	12.03588826
612	12.03425304
613	12.03360313
614	12.03234801
615	12.03133963
616	12.0300967
617	12.02884987
618	12.02679346
619	12.02558896
620	12.02406914
621	12.02355371
622	12.02277194
623	12.02096054
624	12.01931395
625	12.01784875
626	12.01635194
627	12.01534884
628	12.01494432
629	12.01265653
630	12.01091901
631	12.00920072
632	12.00775302
633	12.00565514
634	12.00470879
635	12.00324225
636	12.00221784
637	12.0014404
638	12.00029037
639	11.99944341
640	11.99876412
641	11.99700263
642	11.99623784
643	11.99551626
644	11.99430736
645	11.99340832
646	11.99201551
647	11.99124277
648	11.99027192
649	11.98903073
650	11.9882431
651	11.98741991
652	11.98695936
653	11.98547636
654	11.98506335
655	11.9837772
656	11.98166098
657	11.98026404
658	11.97916334
659	11.97765786
660	11.97624481
661	11.97530467
662	11.9745673
663	11.97425775
664	11.97325946
665	11.97218113
666	11.97117305
667	11.97103219
668	11.96984988
669	11.96909602
670	11.96841131
671	11.96696959
672	11.96571022
673	11.96506612
674	11.96390058
675	11.96276897
676	11.96229137
677	11.96166571
678	11.96111482
679	11.9596619
680	11.95832389
681	11.95693673
682	11.9558853
683	11.95556923
684	11.95408883
685	11.95291865
686	11.9517393
687	11.95111946
688	11.94967424
689	11.94874261
690	11.94698588
691	11.94570565
692	11.94538682
693	11.94473251
694	11.9435978
695	11.94314835
696	11.94206366
697	11.94141406
698	11.939815
699	11.93869408
700	11.9378452
701	11.93679622
702	11.93572795
703	11.93387452
704	11.93225835
705	11.9314849
706	11.93017939
707	11.92951351
708	11.92922473
709	11.92858996
710	11.92775404
711	11.92646612
712	11.92608109
713	11.92476505
714	11.922782
715	11.92140306
716	11.92099353
717	11.92080181
718	11.92039008
719	11.91937301
720	11.91825415
721	11.9163693
722	11.91555913
723	11.91498947
724	11.9144993
725	11.91208971
726	11.91081953
727	11.90880476
728	11.90785996
729	11.90620725
730	11.90548469
731	11.90492476
732	11.90409275
733	11.90324924
734	11.90223222
735	11.90146411
736	11.90072014
737	11.89933098
738	11.89875384
739	11.89823644
740	11.8974172
741	11.89502604
742	11.89344872
743	11.89292369
744	11.89240345
745	11.89156979
746	11.8896311
747	11.88865155
748	11.88718393
749	11.88656903
750	11.88510753
751	11.88278407
752	11.88140598
753	11.88079504
754	11.8795448
755	11.87843713
756	11.8778801
757	11.87706567
758	11.87627042
759	11.87565244
760	11.87473431
761	11.87306373
762	11.87246287
763	11.87192757
764	11.86973219
765	11.8685479
766	11.86734876
767	11.86580468
768	11.8642714
769	11.86342691
770	11.86247389
771	11.86142562
772	11.86042337
773	11.85962088
774	11.8587454
775	11.85760141
776	11.85736541
777	11.85573229
778	11.85487136
779	11.85366716
780	11.85254301
781	11.85081895
782	11.84991648
783	11.8489028
784	11.84798763
785	11.84745969
786	11.84613086
787	11.84518205
788	11.84384276
789	11.84264824
790	11.84222965
791	11.84094035
792	11.84077405
793	11.83989207
794	11.83885729
795	11.83781226
796	11.83685266
797	11.83656378
798	11.83548776
799	11.83530226
800	11.83427025
801	11.83366635
802	11.83278209
803	11.8319635
804	11.83099951
805	11.83021338
806	11.82952112
807	11.82918314
808	11.82805931
809	11.82724022
810	11.8262451
811	11.825207
812	11.82460247
813	11.82333609
814	11.82250038
815	11.8215919
816	11.82105491
817	11.82057833
818	11.82004372
819	11.81867443
820	11.81839385
821	11.81755016
822	11.81657126
823	11.81635135
824	11.81507531
825	11.81406985
826	11.81237045
827	11.81179308
828	11.81053768
829	11.80919082
830	11.80872573
831	11.80847844
832	11.80785749
833	11.80705328
834	11.8060436
835	11.80581951
836	11.80528012
837	11.80431408
838	11.8032593
839	11.80226087
840	11.80131941
841	11.79965745
842	11.79893662
843	11.79814311
844	11.79739175
845	11.79663448
846	11.79538897
847	11.79451713
848	11.79343034
849	11.79200811
850	11.79028768
851	11.78955842
852	11.78896056
853	11.78847922
854	11.78806146
855	11.78721226
856	11.78599946
857	11.78485868
858	11.78334687
859	11.78239529
860	11.78106279
861	11.78023542
862	11.7787549
863	11.7773462
864	11.77642002
865	11.77503299
866	11.7744488
867	11.77277916
868	11.77222398
869	11.77120198
870	11.77044631
871	11.76977962
872	11.76885006
873	11.76801824
874	11.76740569
875	11.76697583
876	11.76656124
877	11.76625258
878	11.76518712
879	11.76395899
880	11.76322118
881	11.76176468
882	11.76047827
883	11.7603722
884	11.7589646
885	11.75791603
886	11.7565548
887	11.75615791
888	11.75531959
889	11.75436354
890	11.75353379
891	11.75229107
892	11.75066502
893	11.74969328
894	11.74853407
895	11.74759486
896	11.74663829
897	11.74531395
898	11.74428819
899	11.74355323
900	11.74242047
901	11.74154068
902	11.74085154
903	11.74013969
904	11.73929642
905	11.73854399
906	11.73809706
907	11.73695962
908	11.73574219
909	11.73482049
910	11.73441201
911	11.73359846
912	11.73241797
913	11.7320997
914	11.73102947
915	11.73047704
916	11.72969623
917	11.72915038
918	11.72816505
919	11.72698182
920	11.72608368
921	11.72578019
922	11.72441115
923	11.7237336
924	11.72288592
925	11.72240967
926	11.72169501
927	11.72082166
928	11.72041255
929	11.71906763
930	11.71874221
931	11.71767531
932	11.71636085
933	11.71512928
934	11.71424522
935	11.71333257
936	11.71229287
937	11.71123416
938	11.71049258
939	11.70948854
940	11.70873537
941	11.70842828
942	11.70724404
943	11.70701017
944	11.70646442
945	11.70533692
946	11.70449032
947	11.70355284
948	11.70237722
949	11.70189003
950	11.70149464
951	11.70099117
952	11.69951625
953	11.69863797
954	11.69841179
955	11.69754074
956	11.69626512
957	11.69577981
958	11.69466875
959	11.69394775
960	11.69353891
961	11.69291576
962	11.69209341
963	11.69103089
964	11.68985761
965	11.68953533
966	11.6881681
967	11.68736333
968	11.68590097
969	11.68500902
970	11.68467603
971	11.68390823
972	11.6834439
973	11.68271724
974	11.68102944
975	11.68035554
976	11.67932516
977	11.67900925
978	11.67836832
979	11.67747969
980	11.67620878
981	11.6750674
982	11.67444697
983	11.67418486
984	11.67398997
985	11.67367777
986	11.67266747
987	11.67201239
988	11.67138343
989	11.67001929
990	11.66867718
991	11.66802314
992	11.66754528
993	11.66674385
994	11.66601048
995	11.66470398
996	11.66372574
997	11.66339223
998	11.66265569
999	11.6617251
